ID	Value
TMED161	ஓர்\JJ ஊரில்\N_NN மன்னார்சாமி\N_NNP என்ற\CC_CCS_UT பெயருடைய\N_NN மனிதர்\N_NN ஒருவர்\QT_QTO இருந்தார்\V_VM .\RD_PUNC
TMED162	அவரை\PR_PRP எல்லோரும்\N_NN மூடர்\N_NN என்றும்\CC_CCS_UT பிழைக்கத்\V_VM_VINF தெரியாதவர்\V_VM_VNF என்றும்\CC_CCS_UT கேலி\N_NN செய்து\V_VM_VNF வந்தனர்\V_VM_VF .\RD_PUNC
TMED163	இதைக்\PR_PRP கேட்டுக்\V_VM_VNF கேட்டு\V_VM_VNF அந்த\DM_DMD மனிதருக்கு\N_NN வெட்கமாகிப்\V_VM_VNF போய்விட்டது\V_VAUX .\RD_PUNC அந்த\DM_DMD ஊரின்\N_NN கோடியில்\N_NN ஒரு\JJ சாமியார்\N_NN இருந்தார்\V_VM_VF .\RD_PUNC
TMED164	அவரிடம்\PR_PRP சென்று\V_VM_VNF அந்த\DM_DMR மனிதர்\N_NN இந்தப்\DM_DMD பிரச்னைக்குத்\N_NN தீர்வு\N_NN கேட்டார்\V_VM_VF .\RD_PUNC
TMED165	``\RD_PUNC ``\RD_PUNC கடவுளை\N_NN நினைச்சுத்\N_NN தவம்\N_NN பண்ணு\V_VM_VF .\RD_PUNC உனக்கு\PR_PRP வேண்டிய\JJ வரத்தைக்\N_NN கொடுப்பார்\V_VM_VNF ..\RD_PUNC `\RD_PUNC `\RD_PUNC என்று\CC_CCS_UT அந்தச்\DM_DMD சாமியார்\N_NN கூறினார்\V_VM_VF .\RD_PUNC
TMED166	மன்னார்சாமியும்\N_NNP கடுமையாகத்\RB தவம்\N_NN இருந்தார்\V_VM .\RD_PUNC பல\QT_QTF நாட்கள்\N_NN சென்ற\V_VM_VNF பிறகு\CC_CCD ,\RD_PUNC கடவுள்\N_NN அவர்\PR_PRP எதிரில்\RB தோன்றினார்\V_VM_VF .\RD_PUNC
TMED167	``\RD_PUNC ``\RD_PUNC பக்தனே\N_NN ,\RD_PUNC உனக்கு\PR_PRP என்ன\PR_PRQ வரம்\N_NN வேண்டும்\V_VM ?\RD_PUNC `\RD_PUNC `\RD_PUNC கடவுள்\N_NN கேட்டார்\V_VM_VF .\RD_PUNC
TMED168	\RD_PUNC தவம்\N_NN செய்தால்\V_VM_VNF கடவுள்\N_NN வந்து\V_VM_VNF வரம்\N_NN கொடுப்பார்னு\V_VM_VNF அந்த\DM_DMD சாமியார்\N_NN சொன்னார்\V_VM_VNF ,\RD_PUNC அதே\PR_PRP தான்\RP_RPD ...\RD_PUNC `\RD_PUNC `\RD_PUNC என்றார்\V_VM_VF மன்னார்சாமி\N_NNP .\RD_PUNC
TMED169	``\RD_PUNC ``\RD_PUNC என்ன\PR_PRQ வரம்\N_NN வேண்டும்\V_VM_VNF ,\RD_PUNC கேள்\V_VM_VNF ...\N_NN `\RD_PUNC `\RD_PUNC என்றார்\V_VM_VF கடவுள்\N_NN .\RD_PUNC
TMED17	அதனால்\CC_CCS ,\RD_PUNC என்\PR_PRP கிளைகளில்\N_NN மகிழ்ச்சியாக\RB வாழ்ந்து\V_VM_VNF கொண்டிருந்த\V_VM_VNF பறவையினங்களும்\N_NN ,\RD_PUNC மற்ற\JJ உயிரினங்களும்\N_NN அழிந்து\V_VM_VNF விடுகின்றன\V_VAUX .\RD_PUNC என்\N_NN அழகைக்\N_NN காண\V_VM_VINF வரும்\V_VM_VNF மேகக்\N_NN கூட்டங்கள்\N_NN ,\RD_PUNC நான்\PR_PRP இங்கே\N_NST மூளியாக\RB ,\RD_PUNC மொட்டையாக\RB இருப்பதைக்\V_VM_VNG காண\V_VM_VINF சகிக்காமல்\V_VM_VNF ,\RD_PUNC என்\PR_PRF மீது\PSP அன்பு\N_NN மழையைப்\N_NN பொழியாமல்\V_VM_VNF சென்று\V_VM_VNF விடுகின்றன\V_VAUX .\RD_PUNC
TMED170	``\RD_PUNC ``\RD_PUNC அதே\PR_PRP தான்\RP_RPD கேட்டேனே\V_VM_VF வரம்\N_NN ...\N_NN கொடேன்\V_VM_VF ...\RD_PUNC `\RD_PUNC `\RD_PUNC என்றார்\V_VM_VF மன்னார்சாமி\N_NNP .\RD_PUNC
TMED171	இப்போது\PR_PRP கடவுளுக்கே\N_NN குழப்பம்\N_NN வந்து\V_VM_VNF விட்டது\V_VAUX .\RD_PUNC கடவுள்\N_NN பிரத்யட்சம்\N_NN செய்துவிட்டால்\V_VM_VNF யாருக்காவது\PR_PRQ வரம்\N_NN கொடுத்தே\V_VM_VINF ஆக\RB வேண்டும்\V_VAUX ....\RD_PUNC அதுவும்\PR_PRP தவம்\N_NN செய்தவருக்குத்\V_VM_VNF தவறாமல்\V_VM_VNF வரம்\N_NN கொடுத்தே\V_VM_VNF ஆக\RB வேண்டும்\V_VAUX .\RD_PUNC
TMED172	ம்\N_NN ...\RD_PUNC என்ன\PR_PRQ செய்யலாம்\V_VM_VF ?\RD_PUNC -\RD_PUNC கடவுள்\N_NN யோசித்தார்\V_VM_VF .\RD_PUNC ``\RD_PUNC ``\RD_PUNC பக்தா\N_NN ,\RD_PUNC இப்போது\N_NST நீ\PR_PRP என்ன\PR_PRQ நினைக்கிறாயோ\V_VM_VNF ,\RD_PUNC அதையே\PR_PRP வரமாகக்\JJ கொடுக்கின்றேன்\V_VM_VNF ...\RD_PUNC பெற்றுக்\V_VM_VNF கொள்\V_VM_VNF ...\N_NN போ\V_VM_VF !\RD_PUNC `\RD_PUNC `\RD_PUNC
TMED173	``\RD_PUNC ``\RD_PUNC அய்\RP_INJ ...\N_NN யய்ய\RP_INJ ....\RD_PUNC யோ\RP_INJ ...\N_NN நான்\PR_PRP ஒண்ணும்\CC_CCS_UT நினைக்கவே\V_VM_VNF இல்லையே\V_VAUX !\RD_PUNC `\RD_PUNC `\RD_PUNC
TMED174	``\RD_PUNC ``\RD_PUNC அதே\PR_PRP தான்\RP_RPD ...\RD_PUNC `\RD_PUNC `\RD_PUNC என்று\CC_CCS_UT சொல்லிவிட்டுக்\V_VM_VNF கடவுள்\N_NN மறைந்து\V_VM_VNF விட்டார்\V_VAUX .\RD_PUNC
TMED175	இதில்\PR_PRP இருந்து\PSP என்ன\PR_PRQ தெரிகிறது\V_VM_VF ?\RD_PUNC
TMED176	பலனை\N_NN நோக்கிய\JJ உழைப்பு\N_NN தான்\RP_RPD உயர்வைத்\N_NN தரும்\V_VM_VF .\RD_PUNC
TMED177	ஈமு\N_NN பறவை\N_NN ஆஸ்திரேலியாவை\N_NNP தாயகமாகக்\RB கொண்டது\V_VM_VF .\RD_PUNC
TMED178	இதன்\PR_PRP சரியான\V_VAUX உச்சரிப்பு\N_NN \RD_PUNC ஈம்யு\N_NN \RD_PUNC என்பது\CC_CCS ஆகும்\V_VM எனினும்\CC_CCS_UT தமிழக\JJ வழக்கில்\N_NN இது\PR_PRP `\RD_PUNC ஈமு\N_NN கோழி\N_NN `\RD_PUNC என்றே\CC_CCS_UT அழைக்கப்படுகிறது\V_VM_VF .\RD_PUNC
TMED179	ஒரு\JJ ஆள்\N_NN உயரத்திற்கு\N_NN மேல்\N_NST (\RD_SYM ஆறரை\QT_QTO அடி\N_NN )\RD_SYM சாதாரணமாக\N_NN வளரும்\V_VM_VF .\RD_PUNC
TMED18	ஆகையால்\CC_CCS ,\RD_PUNC புலியாரே\N_NN இந்த\DM_DMD மனிதன்\N_NN மீது\PSP இரக்கம்\N_NN காட்டாதீர்\V_VM_VF `\RD_PUNC `\RD_PUNC என்றது\V_VM_VF .\RD_PUNC அதைக்\PR_PRP கேட்ட\JJ புலவர்\N_NN திடுக்கிட்டார்\V_VM_VF .\RD_PUNC
TMED180	நெருப்புக்\N_NN கோழியை\N_NN விட\PSP சற்றே\JJ சிறியதான\JJ இப்பறவையால்\N_NN பறக்க\V_VM_VINF இயலாது\V_VM_VF .\RD_PUNC ஆனால்\CC_CCS நெருப்புக்\N_NN கோழியைப்\N_NN போலவே\PSP வேகமாக\RB ஓடக்\V_VM_VINF கூடியது\V_VM_VF .\RD_PUNC
TMED181	உயரமான\JJ கால்கள்\N_NN காரணமாக\RB அது\PR_PRP ஓடும்\V_VM_VNF பொழுது\PSP காலடி\N_NN தடங்களுக்கு\N_NN இடையே\N_NST 9\QT_QTC அடி\N_NN வரை\PSP இடைவெளி\N_NN இருக்கும்\V_VM .\RD_PUNC
TMED182	அதன்\PR_PRP கால்கள்\N_NN மிக\RP_INTF பலமானது\V_VM_VF .\RD_PUNC காலால்\N_NN தாக்கி\V_VM_VNF இரும்பு\N_NN வலை\N_NN வேலியையே\N_NN கிழித்து\V_VM_VNF விட\PSP முடியும்\V_VAUX .\RD_PUNC
TMED183	கூர்மையான\JJ பார்வையுக்\N_NN கேட்கும்\JJ திறனும்\N_NN இருப்பதால்\V_VM_VNF மற்ற\JJ மிருகங்களையும்\N_NN ஆபத்தையும்\N_NN எளிதில்\N_NN உணர்ந்துவிடும்\V_VAUX .\RD_PUNC
TMED184	பல\QT_QTF வகைத்\N_NN தாவரங்களையும்\N_NN ,\RD_PUNC பூச்சிகளையும்\N_NN உண்ணும்\V_VM_VF .\RD_PUNC சில\QT_QTF சமயம்\N_NN உணவு\N_NN இல்லாமல்\RP_NEG கூட\PSP வாரக்கணக்கில்\N_NN தாக்குப்பிடிக்கும்\V_VM_VF .\RD_PUNC
TMED185	நீர்\N_NN கிடைக்கும்\V_VM_VNF பொழுது\PSP அதிகமாக\RB அருந்தும்\V_VM_VF ,\RD_PUNC மற்ற\JJ சமயங்களில்\N_NN நீரில்லாமலும்\V_VM_VNF தாக்குப்பிடிக்கும்\V_VM_VF .\RD_PUNC
TMED186	இதன்\PR_PRP முட்டை\N_NN பச்சை\N_NN நிறத்தில்\N_NN பெரியதாக\RB சுமார்\N_NN 700\QT_QTC கிராம்\N_NN முதல்\QT_QTC 900\QT_QTC கிராம்\N_NN வரை\PSP இருக்கும்\V_VM .\RD_PUNC முட்டையின்\N_NN ஓடு\N_NN சுமார்\N_NN 1\QT_QTC மி\N_NN .\RD_PUNC மீ\N_NN .\RD_PUNC தடிமன்\N_NN கொண்டது\V_VM_VF .\RD_PUNC
TMED187	முட்டை\N_NN அடை\N_NN காப்பதற்காக\RB ஆண்\N_NN பறவை\N_NN தரையில்\N_NN கூடு\N_NN கட்டும்\V_VM_VF .\RD_PUNC பின்பு\N_NST ஆண்\N_NN பறவை\N_NN அதிக\JJ காலத்திற்கும்\N_NN பெண்\N_NN பறவை\N_NN சில\QT_QTF காலத்திற்கும்\N_NN அடை\N_NN காக்கும்\V_VM_VF .\RD_PUNC
TMED188	ஆஸ்திரேலிய\JJ படைச்\N_NN சின்னத்தில்\N_NN கங்காரு\N_NN ஒரு\JJ பக்கத்திலும்\N_NN ஈமு\N_NN மற்றொரு\JJ பக்கத்திலுமாக\RB பொறிக்கப்பட்டுள்ளது\V_VAUX .\RD_PUNC
TMED189	ஈமுவை\N_NN ஆஸ்திரேலியாவின்\N_NNV தேசிய\JJ பறவையாக\RB அறிவிக்கப்படாவிட்டாலும்\V_VM_VNF ,\RD_PUNC மக்கள்\N_NN அவ்வாறே\RB கருதுகின்றனர்\V_VM_VF .\RD_PUNC பின்னர்\N_NST இது\PR_PRP அமெரிக்காவிற்கு\N_NNP கொண்டு\PSP சென்று\V_VM_VNF வளர்க்கப்பட்டது\V_VM_VF .\RD_PUNC
TMED19	பின்னர்\N_NST இருவரும்\QT_QTO ஒரு\JJ ஆற்றிடம்\N_NN சென்று\V_VM_VNF முறையிட்டனர்\V_VM_VF .\RD_PUNC புலவரைக்\N_NN கண்டு\V_VM_VNF அந்த\DM_DMD ஆறும்\N_NN வணங்கியது\V_VM_VF .\RD_PUNC பின்னர்\N_NST அது\PR_PRP பேசியது\V_VM_VF .\RD_PUNC
TMED190	ஈமுவை\N_NN அதன்\PR_PRP இறைச்சிக்காகவும்\RB ,\RD_PUNC தோல்\N_NN மற்றும்\CC_CCD எண்ணெய்க்காகவும்\RB வளர்க்கப்படுகிறது\V_VM_VF .\RD_PUNC
TMED191	இது\PR_PRP குறைந்த\JJ கொழுப்பு\N_NN சத்து\N_NN கொண்ட\JJ இறைச்சியாகும்\V_VM .\RD_PUNC
TMED192	இதன்\PR_PRP எண்ணெயின்\N_NN பயன்கள்\N_NN என்று\CC_CCS_UT பலவிதமாக\RB கூறப்பட்டாலும்\V_VM_VNF ,\RD_PUNC அவை\PR_PRP யாவும்\N_NN விஞ்ஞான\JJ ரீதியாக\RB உறுதிப்படுத்தப்படாமலே\V_VM_VNF இருந்து\PSP வருகிறது\V_VM_VF .\RD_PUNC
TMED193	தமிழ்நாட்டில்\N_NNP சேலம்\N_NNP ,\RD_PUNC ஈரோடு\N_NNP மாவட்டங்களில்\N_NN ,\RD_PUNC வியாபார\JJ ரீதியாக\RB வளர்க்க\V_VM_VINF துவங்கின\V_VM_VF .\RD_PUNC
TMED194	ஒருவன்\QT_QTO தவம்\N_NN செய்து\V_VM_VNF இறைவனிடம்\N_NN தன்\PR_PRP ஆசைகள்\N_NN எல்லாம்\N_NN நிறைவேற்ற\JJ ஓர்\JJ ஆள்\N_NN வேண்டும்\V_VM_VNF என்று\CC_CCS_UT கேட்டான்\V_VM_VF .\RD_PUNC
TMED195	அதற்கு\PR_PRP இறைவன்\N_NN ,\RD_PUNC ``\RD_PUNC ``\RD_PUNC நீ\PR_PRP கேட்ட\JJ வரத்தைத்\N_NN தருகிறேன்\V_VM_VF .\RD_PUNC ஆனால்\CC_CCS ,\RD_PUNC நீ\PR_PRP அவனுக்குத்\PR_PRP தொடர்ந்து\V_VM_VNF ஏதாவது\PR_PRQ வேலை\N_NN கொடுத்துக்\V_VM_VNF கொண்டே\V_VM_VNF இருக்க\V_VM_VINF வேண்டும்\V_VAUX
TMED196	இல்லை\RP_NEG என்றால்\CC_CCS அவன்\PR_PRP உன்னை\PR_PRP விழுங்கி\V_VM_VNF விடுவான்\V_VM_VNF ...\RD_PUNC `\RD_PUNC `\RD_PUNC என்றார்\V_VM_VF .\RD_PUNC
TMED197	அவனும்\PR_PRP சரி\V_VM_VNF என்று\CC_CCS_UT சம்மதித்தான்\V_VM_VF .\RD_PUNC
TMED198	உடனே\PR_PRP இறைவன்\N_NN அவனுடன்\PR_PRP ஒரு\JJ பூதத்தை\N_NN அனுப்பி\N_NN வைத்தார்\V_VM_VF .\RD_PUNC
TMED199	பேராசை\N_NN கொண்ட\JJ அவன்\PR_PRP ,\RD_PUNC அந்த\DM_DMD பூதத்திடம்\N_NN ,\RD_PUNC ``\RD_PUNC ``\RD_PUNC எனக்கு\PR_PRP இந்த\DM_DMD நாட்டு\N_NN அரசன்\N_NN வசிப்பதை\V_VM_VNG விடப்\PSP பெரிய\JJ அரண்மனை\N_NN ஒன்று\JJ வேண்டும்\V_VM_VNF `\RD_PUNC `\RD_PUNC என்றான்\V_VM_VF .\RD_PUNC
TMED2	அவரது\PR_PRP கவித்\N_NN திறனை\N_NN பலர்\QT_QTF பாராட்டினர்\V_VM_VF .\RD_PUNC அவரால்\PR_PRP அந்த\DM_DMD ஊரே\N_NN பெருமை\N_NN பெற்றது\V_VM_VF .\RD_PUNC அப்புலவர்\N_NN இரக்க\JJ குணமும்\N_NN ,\RD_PUNC தயாள\JJ மனமும்\N_NN படைத்தவர்\V_VM_VF .\RD_PUNC
TMED20	.\RD_PUNC ``\RD_PUNC ``\RD_PUNC இந்த\DM_DMD மனிதர்கள்\N_NN புனிதமானவள்\V_VM_VNF என்று\CC_CCS_UT சொல்லி\V_VM_VNF என்னை\PR_PRP வணங்குகிறார்கள்\V_VM_VF ,\RD_PUNC போற்றுகிறார்கள்\V_VM_VF .\RD_PUNC எனினும்\CC_CCS_UT என்\PR_PRP மீதே\PSP குப்பைக்\N_NN கூளங்களைக்\N_NN கொட்டுகின்றனர்\V_VM_VF .\RD_PUNC
TMED200	கண்\N_NN மூடிக்\V_VM_VNF கண்\N_NN திறப்பதற்குள்\V_VM_VNG அழகிய\JJ அரண்மனை\N_NN ஒன்றைக்\QT_QTO கட்டிக்\V_VM_VNF கொடுத்தது\V_VM_VF பூதம்\N_NN .\RD_PUNC
TMED201	அவன்\PR_PRP மிகவும்\RP_INTF மகிழ்ச்சியடைந்தான்\V_VM_VF .\RD_PUNC
